"ano_q","ibge_id_q","municipio","dependencia_id_q","ciclo_id_q","nota_mt_q","nota_lp_q","ideb_q","aprovacao_q","abandono_q","see","idh_municipal","idh_renda","idh_longevidade","idh_educacao","infra","see_idh_educacao"
"2019","5105176","Juruena","Estadual","AF",4.8531909681803,5.06035622920267,5.2,70.6,0.8,1,0.662,0.647,0.797,0.563,7,0.563
"2019","5105176","Juruena","Municipal","AI",5.74477545575812,6.53993250843645,5.7,93.0333333333333,0,0,0.662,0.647,0.797,0.563,5,0
"2019","5105176","Juruena","Municipal","AF",4.8531909681803,5.06035622920267,5.7,0,0,0,0.662,0.647,0.797,0.563,4,0
"2021","5105176","Juruena","Estadual","AI",5.28029695299123,5.99427098663446,5.7,100,0,1,0.662,0.647,0.797,0.563,8,0.563
"2021","5105176","Juruena","Estadual","AF",4.8531909681803,5.06035622920267,5.7,97.9,0,1,0.662,0.647,0.797,0.563,7,0.563
"2021","5105176","Juruena","Municipal","AI",6.68283668283668,7.68508163721763,6.1,99.2,0,0,0.662,0.647,0.797,0.563,4,0
"2021","5105176","Juruena","Municipal","AF",4.8531909681803,5.06035622920267,6.1,99.2,0,0,0.662,0.647,0.797,0.563,5,0
"2023","5105176","Juruena","Estadual","AI",5.28029695299123,5.99427098663446,6.1,99.2,0,1,0.662,0.647,0.797,0.563,7,0.563
"2023","5105176","Juruena","Estadual","AF",4.15950721348679,3.95352073476204,4.5,96,0,1,0.662,0.647,0.797,0.563,5,0.563
"2023","5105176","Juruena","Municipal","AI",4.70711736300651,6.62579957356077,5.8,99.5,0,0,0.662,0.647,0.797,0.563,3,0
"2023","5105176","Juruena","Municipal","AF",4.8531909681803,5.06035622920267,5.8,99.5,0,0,0.662,0.647,0.797,0.563,4,0
"2015","5105200","Juscimeira","Estadual","AI",5.63478652697984,6.70191748983149,6.3,100,0,1,0.714,0.678,0.842,0.637,7,0.637
"2015","5105200","Juscimeira","Estadual","AF",4.81848184818482,6.45694111713529,4.7,81.3,9.3,1,0.714,0.678,0.842,0.637,7,0.637
"2015","5105200","Juscimeira","Municipal","AI",4.49363523712966,4.02789076118536,5.7,100,0,0,0.714,0.678,0.842,0.637,5,0
"2015","5105200","Juscimeira","Municipal","AF",4.54518311644889,5.08089909342936,5.7,100,0,0,0.714,0.678,0.842,0.637,6,0
"2017","5105200","Juscimeira","Estadual","AI",4.50111259457054,6.21751684311838,6.2,98.2666666666667,0,1,0.714,0.678,0.842,0.637,6,0.637
"2017","5105200","Juscimeira","Estadual","AF",4.02636534839925,5.18378773125609,4.6,90.1,2.9,1,0.714,0.678,0.842,0.637,9,0.637
"2017","5105200","Juscimeira","Municipal","AI",1.46684468179795,1.81691797668699,4.8,50,0,0,0.714,0.678,0.842,0.637,5,0
"2017","5105200","Juscimeira","Municipal","AF",4.54518311644889,5.08089909342936,4.8,0,0,0,0.714,0.678,0.842,0.637,4,0
"2019","5105200","Juscimeira","Estadual","AI",4.89884393063584,5.05174353205849,5.8,98.35,0,1,0.714,0.678,0.842,0.637,6,0.637
"2019","5105200","Juscimeira","Estadual","AF",4.6459203870684,5.11041864246037,4.5,88.4,3.5,1,0.714,0.678,0.842,0.637,9,0.637
"2019","5105200","Juscimeira","Municipal","AI",5.23566029346376,4.84701912260968,5.8,100,0,0,0.714,0.678,0.842,0.637,5,0
"2019","5105200","Juscimeira","Municipal","AF",4.54518311644889,5.08089909342936,5.8,0,0,0,0.714,0.678,0.842,0.637,3,0
"2021","5105200","Juscimeira","Estadual","AI",7.61492261492261,7.39655558040707,6.2,100,0,1,0.714,0.678,0.842,0.637,6,0.637
"2021","5105200","Juscimeira","Estadual","AF",5.34797017398509,4.36584449730813,4.8,98.8,0,1,0.714,0.678,0.842,0.637,6,0.637
"2021","5105200","Juscimeira","Municipal","AI",4.65167891570595,5.07047821227769,4.8,100,0,0,0.714,0.678,0.842,0.637,3,0
"2021","5105200","Juscimeira","Municipal","AF",4.54518311644889,5.08089909342936,4.8,100,0,0,0.714,0.678,0.842,0.637,4,0
"2023","5105200","Juscimeira","Estadual","AI",4.65167891570595,5.07047821227769,4.8,100,0,1,0.714,0.678,0.842,0.637,7,0.637
"2023","5105200","Juscimeira","Estadual","AF",3.88717782460691,4.28750347898692,4.5,100,0,1,0.714,0.678,0.842,0.637,8,0.637
"2023","5105200","Juscimeira","Municipal","AI",3.36762544614739,4.50426439232409,5.5,100,0,0,0.714,0.678,0.842,0.637,6,0
"2023","5105200","Juscimeira","Municipal","AF",4.54518311644889,5.08089909342936,5.5,100,0,0,0.714,0.678,0.842,0.637,6,0
"2015","5105234","Lambari d'Oeste","Estadual","AI",1.78438661710037,1.80360255665311,4.9,100,0,1,0.627,0.67,0.787,0.467,7,0.467
"2015","5105234","Lambari d'Oeste","Estadual","AF",3.08073115003808,4.45593241709746,4.3,93.5,0,1,0.627,0.67,0.787,0.467,9,0.467
"2015","5105234","Lambari d'Oeste","Municipal","AI",2.82061188522221,4.1717440695465,4.3,98.2666666666667,0,0,0.627,0.67,0.787,0.467,6,0
"2015","5105234","Lambari d'Oeste","Municipal","AF",1.04468139121605,3.58340688437776,3.7,77.8,11.1,0,0.627,0.67,0.787,0.467,6,0
"2017","5105234","Lambari d'Oeste","Estadual","AI",1.7543391188251,3.80814886108438,5.2,97.2,0,1,0.627,0.67,0.787,0.467,10,0.467
"2017","5105234","Lambari d'Oeste","Estadual","AF",2.92749529190207,4.11392405063291,4.1,81.3,0,1,0.627,0.67,0.787,0.467,7,0.467
"2017","5105234","Lambari d'Oeste","Municipal","AI",1.39830885625278,0.97315795102128,4,93.9333333333333,0,0,0.627,0.67,0.787,0.467,6,0
"2017","5105234","Lambari d'Oeste","Municipal","AF",6.37664783427495,6.12341772151899,4.9,90.9,0,0,0.627,0.67,0.787,0.467,7,0
"2019","5105234","Lambari d'Oeste","Estadual","AI",4.14072921298355,5.68053993250844,5.7,100,0,1,0.627,0.67,0.787,0.467,6,0.467
"2019","5105234","Lambari d'Oeste","Estadual","AF",4.95601495491533,4.6308088334914,4.4,87.2,0,1,0.627,0.67,0.787,0.467,8,0.467
"2019","5105234","Lambari d'Oeste","Municipal","AI",2.63561582925745,4.49606299212599,5.2,98.1666666666667,0,0,0.627,0.67,0.787,0.467,6,0
"2019","5105234","Lambari d'Oeste","Municipal","AF",3.55353609902349,4.49005525727233,5.2,88.9,0,0,0.627,0.67,0.787,0.467,4,0
"2021","5105234","Lambari d'Oeste","Estadual","AI",5.24370524370524,6.0780585998658,5.6,100,0,1,0.627,0.67,0.787,0.467,9,0.467
"2021","5105234","Lambari d'Oeste","Estadual","AF",3.55353609902349,4.49005525727233,5.6,100,0,1,0.627,0.67,0.787,0.467,10,0.467
"2021","5105234","Lambari d'Oeste","Municipal","AI",2.82061188522221,4.1717440695465,5.6,97.2333333333333,0,0,0.627,0.67,0.787,0.467,6,0
"2021","5105234","Lambari d'Oeste","Municipal","AF",3.55353609902349,4.49005525727233,5.6,100,0,0,0.627,0.67,0.787,0.467,3,0
"2023","5105234","Lambari d'Oeste","Estadual","AI",5.53117782909931,7.95309168443497,6.4,100,0,1,0.627,0.67,0.787,0.467,10,0.467
"2023","5105234","Lambari d'Oeste","Estadual","AF",2.93564597179445,4.03284163651545,4.4,100,0,1,0.627,0.67,0.787,0.467,9,0.467
"2023","5105234","Lambari d'Oeste","Municipal","AI",0.0766323745538515,2.58128997867804,4.5,97.6666666666667,0,0,0.627,0.67,0.787,0.467,4,0
"2023","5105234","Lambari d'Oeste","Municipal","AF",3.55353609902349,4.49005525727233,4.5,100,0,0,0.627,0.67,0.787,0.467,4,0
"2015","5105259","Lucas do Rio Verde","Estadual","AI",3.97544215388082,6.02208018593841,5.9,100,0,1,0.768,0.766,0.833,0.71,8,0.71
"2015","5105259","Lucas do Rio Verde","Estadual","AF",4.35008885503935,6.27411423527928,4.8,94.7,0.4,1,0.768,0.766,0.833,0.71,6,0.71
"2015","5105259","Lucas do Rio Verde","Municipal","AI",6.9494198490481,7.1156304474143,6.5,97.8333333333333,0,0,0.768,0.766,0.833,0.71,5,0
"2015","5105259","Lucas do Rio Verde","Municipal","AF",7.89413556740289,10,5.5,96.9,0.5,0,0.768,0.766,0.833,0.71,7,0
"2017","5105259","Lucas do Rio Verde","Estadual","AI",4.07031597685803,5.12779381884291,6,99.5,0,1,0.768,0.766,0.833,0.71,8,0.71
"2017","5105259","Lucas do Rio Verde","Estadual","AF",4.67608286252354,6.432570593963,5,93.5,1.4,1,0.768,0.766,0.833,0.71,10,0.71
"2017","5105259","Lucas do Rio Verde","Municipal","AI",6.08010680907877,7.23879798951984,6.7,98.5333333333333,0,0,0.768,0.766,0.833,0.71,4,0
"2017","5105259","Lucas do Rio Verde","Municipal","AF",7.82768361581921,9.52166504381694,5.8,97.3,0.5,0,0.768,0.766,0.833,0.71,7,0
"2019","5105259","Lucas do Rio Verde","Estadual","AI",4.53534904401956,5.51631046119235,5.7,100,0,1,0.768,0.766,0.833,0.71,6,0.71
"2019","5105259","Lucas do Rio Verde","Estadual","AF",7.58302177259731,8.09646389378133,5.3,95.4,0.3,1,0.768,0.766,0.833,0.71,9,0.71
"2019","5105259","Lucas do Rio Verde","Municipal","AI",7.79568697198755,7.9111361079865,6.7,99.8,0.05,0,0.768,0.766,0.833,0.71,4,0
"2019","5105259","Lucas do Rio Verde","Municipal","AF",8.69254453485815,8.18994716163121,5.6,98.1,0.3,0,0.768,0.766,0.833,0.71,3,0
"2021","5105259","Lucas do Rio Verde","Estadual","AI",4.67659967659968,5.44061731156341,5.4,99.5,0.5,1,0.768,0.766,0.833,0.71,10,0.71
"2021","5105259","Lucas do Rio Verde","Estadual","AF",6.12572493786247,5.83948916990109,5.1,98.8,0,1,0.768,0.766,0.833,0.71,9,0.71
"2021","5105259","Lucas do Rio Verde","Municipal","AI",7.31000231000231,7.61910087228808,6.2,99.8333333333333,0,0,0.768,0.766,0.833,0.71,4,0
"2021","5105259","Lucas do Rio Verde","Municipal","AF",7.31565865782933,7.29685739326406,5.5,100,0,0,0.768,0.766,0.833,0.71,5,0
"2023","5105259","Lucas do Rio Verde","Estadual","AI",5.84135795030664,6.62437766271873,5.5,100,0,1,0.768,0.766,0.833,0.71,9,0.71
"2023","5105259","Lucas do Rio Verde","Estadual","AF",5.80969362943751,5.96994155301976,4.9,98.5,1.4,1,0.768,0.766,0.833,0.71,9,0.71
"2023","5105259","Lucas do Rio Verde","Municipal","AI",7.1792987612849,7.62793176972281,6.7,99.85,0,0,0.768,0.766,0.833,0.71,5,0
"2023","5105259","Lucas do Rio Verde","Municipal","AF",8.81017993191766,8.67520178124131,5.5,98.7,0,0,0.768,0.766,0.833,0.71,5,0
"2015","5105309","Luciara","Estadual","AI",1.37546468401487,1.76292852992446,4.7,100,0,1,0.676,0.617,0.788,0.634,6,0.634
"2015","5105309","Luciara","Estadual","AF",2.47017009393247,4.21258353297188,3.9,71.4,0,1,0.676,0.617,0.788,0.634,9,0.634
"2015","5105309","Luciara","Municipal","AI",3.18944960595501,2.7689612220109,3.9,100,0,0,0.676,0.617,0.788,0.634,3,0
"2015","5105309","Luciara","Municipal","AF",2.39179186080822,2.72800877660562,3.9,100,0,0,0.676,0.617,0.788,0.634,7,0
"2017","5105309","Luciara","Estadual","AI",3.21406319537161,3.7311517484761,5.4,93.9333333333333,0,1,0.676,0.617,0.788,0.634,6,0.634
"2017","5105309","Luciara","Estadual","AF",1.8060263653484,2.58033106134372,3.8,92.9,0,1,0.676,0.617,0.788,0.634,9,0.634
"2017","5105309","Luciara","Municipal","AI",3.18944960595501,2.7689612220109,3.8,50,0,0,0.676,0.617,0.788,0.634,3,0
"2017","5105309","Luciara","Municipal","AF",2.39179186080822,2.72800877660562,3.8,0,0,0,0.676,0.617,0.788,0.634,6,0
"2019","5105309","Luciara","Estadual","AI",3.91507336594042,3.32283464566929,5.3,100,0,1,0.676,0.617,0.788,0.634,6,0.634
"2019","5105309","Luciara","Estadual","AF",0,0,3.1,91.9,0,1,0.676,0.617,0.788,0.634,10,0.634
"2019","5105309","Luciara","Municipal","AI",3.18944960595501,2.7689612220109,3.1,0,0,0,0.676,0.617,0.788,0.634,6,0
"2019","5105309","Luciara","Municipal","AF",2.39179186080822,2.72800877660562,3.1,0,0,0,0.676,0.617,0.788,0.634,5,0
"2021","5105309","Luciara","Estadual","AI",4.38784938784939,2.78908521583538,4.9,100,0,1,0.676,0.617,0.788,0.634,5,0.634
"2021","5105309","Luciara","Estadual","AF",2.39179186080822,2.72800877660562,4.9,100,0,1,0.676,0.617,0.788,0.634,6,0.634
"2021","5105309","Luciara","Municipal","AI",3.18944960595501,2.7689612220109,4.9,100,0,0,0.676,0.617,0.788,0.634,7,0
"2021","5105309","Luciara","Municipal","AF",2.39179186080822,2.72800877660562,4.9,100,0,0,0.676,0.617,0.788,0.634,3,0
"2023","5105309","Luciara","Estadual","AI",3.05479739659878,2.23880597014925,5.2,100,0,1,0.676,0.617,0.788,0.634,8,0.634
"2023","5105309","Luciara","Estadual","AF",5.29097098395202,4.11912051210687,4.5,100,0,1,0.676,0.617,0.788,0.634,7,0.634
"2023","5105309","Luciara","Municipal","AI",3.18944960595501,2.7689612220109,4.5,100,0,0,0.676,0.617,0.788,0.634,4,0
"2023","5105309","Luciara","Municipal","AF",2.39179186080822,2.72800877660562,4.5,100,0,0,0.676,0.617,0.788,0.634,6,0
"2015","5105507","Vila Bela da Santíssima Trindade","Estadual","AI",2.45127858510758,3.43521208599651,5.3,100,0,1,0.645,0.644,0.843,0.495,5,0.495
"2015","5105507","Vila Bela da Santíssima Trindade","Estadual","AF",2.00812388931201,2.29479258605472,3.7,74.1,2.4,1,0.645,0.644,0.843,0.495,6,0.495
"2015","5105507","Vila Bela da Santíssima Trindade","Municipal","AI",1.6133871193091,2.43087190221478,3.7,92.3,0.333333333333333,0,0.645,0.644,0.843,0.495,7,0
"2015","5105507","Vila Bela da Santíssima Trindade","Municipal","AF",3.71287128712871,6.73937712772664,4.2,84.8,6.1,0,0.645,0.644,0.843,0.495,5,0
"2017","5105507","Vila Bela da Santíssima Trindade","Estadual","AI",1.6133871193091,2.43087190221478,4.2,50,0,1,0.645,0.644,0.843,0.495,9,0.495
"2017","5105507","Vila Bela da Santíssima Trindade","Estadual","AF",2.70351499990432,3.73823203097471,4.2,87.7,0,1,0.645,0.644,0.843,0.495,7,0.495
"2017","5105507","Vila Bela da Santíssima Trindade","Municipal","AI",0.888295505117934,1.91530317613089,4.5,86.3666666666667,2.26666666666667,0,0.645,0.644,0.843,0.495,7,0
"2017","5105507","Vila Bela da Santíssima Trindade","Municipal","AF",4.24952919020716,3.91066212268744,3.9,80.4,7.1,0,0.645,0.644,0.843,0.495,3,0
"2019","5105507","Vila Bela da Santíssima Trindade","Estadual","AI",1.01267229879946,2.5793025871766,4.4,48.8,0,1,0.645,0.644,0.843,0.495,6,0.495
"2019","5105507","Vila Bela da Santíssima Trindade","Estadual","AF",2.70351499990432,3.73823203097471,4.4,68.6,2.3,1,0.645,0.644,0.843,0.495,9,0.495
"2019","5105507","Vila Bela da Santíssima Trindade","Municipal","AI",1.72854602045354,2.04836895388076,4.5,87.8666666666667,3.03333333333333,0,0.645,0.644,0.843,0.495,6,0
"2019","5105507","Vila Bela da Santíssima Trindade","Municipal","AF",2.91290961073235,2.07153502235469,3.4,78,2,0,0.645,0.644,0.843,0.495,6,0
"2021","5105507","Vila Bela da Santíssima Trindade","Estadual","AI",1.6133871193091,2.43087190221478,3.4,100,0,1,0.645,0.644,0.843,0.495,7,0.495
"2021","5105507","Vila Bela da Santíssima Trindade","Estadual","AF",2.70351499990432,3.73823203097471,3.4,53.3,0,1,0.645,0.644,0.843,0.495,9,0.495
"2021","5105507","Vila Bela da Santíssima Trindade","Municipal","AI",1.6133871193091,2.43087190221478,3.4,98.5333333333333,0.766666666666667,0,0.645,0.644,0.843,0.495,4,0
"2021","5105507","Vila Bela da Santíssima Trindade","Municipal","AF",2.70351499990432,3.73823203097471,3.4,88.7,0,0,0.645,0.644,0.843,0.495,3,0
"2023","5105507","Vila Bela da Santíssima Trindade","Estadual","AI",1.6133871193091,2.43087190221478,3.4,100,0,1,0.645,0.644,0.843,0.495,9,0.495
"2023","5105507","Vila Bela da Santíssima Trindade","Estadual","AF",1.26276544010374,3.82410242137489,4.2,100,0,1,0.645,0.644,0.843,0.495,9,0.495
"2023","5105507","Vila Bela da Santíssima Trindade","Municipal","AI",1.98614318706697,2.17617270788912,4.8,92.3666666666667,1.23333333333333,0,0.645,0.644,0.843,0.495,4,0
"2023","5105507","Vila Bela da Santíssima Trindade","Municipal","AF",2.07489058194197,3.58892290564987,3.7,89.7,2.9,0,0.645,0.644,0.843,0.495,3,0
"2015","5105580","Marcelândia","Estadual","AI",4.26608088318126,4.55432887855898,5.7,97.9666666666667,2.03333333333333,1,0.701,0.7,0.813,0.604,9,0.604
"2015","5105580","Marcelândia","Estadual","AF",4.16857070322417,4.68541167570294,4.5,96.3,0,1,0.701,0.7,0.813,0.604,8,0.604
"2015","5105580","Marcelândia","Municipal","AI",2.23048327137547,2.52760023242301,5.1,100,0,0,0.701,0.7,0.813,0.604,5,0
"2015","5105580","Marcelândia","Municipal","AF",3.71414064483371,3.86332114487454,4.4,96.2,3.8,0,0.701,0.7,0.813,0.604,6,0
"2017","5105580","Marcelândia","Estadual","AI",4.87494437027147,5.63469147684739,6.2,98.1333333333333,0.933333333333333,1,0.701,0.7,0.813,0.604,7,0.604
"2017","5105580","Marcelândia","Estadual","AF",4.92937853107345,5.51484907497566,4.9,95.7,0,1,0.701,0.7,0.813,0.604,8,0.604
"2017","5105580","Marcelândia","Municipal","AI",3.29149977748108,3.62955833600684,5.5,98.6333333333333,0,0,0.701,0.7,0.813,0.604,4,0
"2017","5105580","Marcelândia","Municipal","AF",5.3578154425612,5.93476144109055,5.1,100,0,0,0.701,0.7,0.813,0.604,7,0
"2019","5105580","Marcelândia","Estadual","AI",5.34682080924855,5.61304836895388,5.7,95.6666666666667,0,1,0.701,0.7,0.813,0.604,9,0.604
"2019","5105580","Marcelândia","Estadual","AF",6.21948537497251,5.43828749491939,4.7,86,7.5,1,0.701,0.7,0.813,0.604,8,0.604
"2019","5105580","Marcelândia","Municipal","AI",5.73477100933748,4.8740157480315,5.9,100,0,0,0.701,0.7,0.813,0.604,6,0
"2019","5105580","Marcelândia","Municipal","AF",6.53177919507367,4.81913019916,5,98.2,1.8,0,0.701,0.7,0.813,0.604,5,0
"2021","5105580","Marcelândia","Estadual","AI",4.40632940632941,5.35338850369045,5.3,97.8333333333333,2.16666666666667,1,0.701,0.7,0.813,0.604,9,0.604
"2021","5105580","Marcelândia","Estadual","AF",5.92895608947804,5.19093526981345,4.9,89,7.1,1,0.701,0.7,0.813,0.604,9,0.604
"2021","5105580","Marcelândia","Municipal","AI",3.4950334950335,4.33907403265489,5.1,100,0,0,0.701,0.7,0.813,0.604,3,0
"2021","5105580","Marcelândia","Municipal","AF",5.11019669269992,4.8973691834062,5.1,100,0,0,0.701,0.7,0.813,0.604,4,0
"2023","5105580","Marcelândia","Estadual","AI",4.21969631359824,4.61396728635188,5.1,100,0,1,0.701,0.7,0.813,0.604,5,0.604
"2023","5105580","Marcelândia","Estadual","AF",4.03144756038256,3.73225716671305,4.5,98.1,1.9,1,0.701,0.7,0.813,0.604,7,0.604
"2023","5105580","Marcelândia","Municipal","AI",4.33130380012597,5,5.8,99.6333333333333,0,0,0.701,0.7,0.813,0.604,6,0
"2023","5105580","Marcelândia","Municipal","AF",5.11019669269992,4.8973691834062,5.8,99.6333333333333,0,0,0.701,0.7,0.813,0.604,5,0
"2015","5105606","Matupá","Estadual","AI",7.84386617100372,6.83207437536316,6.7,100,0,1,0.716,0.706,0.824,0.631,6,0.631
"2015","5105606","Matupá","Estadual","AF",4.47194719471947,6.06354810238305,4.7,90.7,1.7,1,0.716,0.706,0.824,0.631,6,0.631
"2015","5105606","Matupá","Municipal","AI",3.31418271938718,4.34049970947124,5.4,100,0,0,0.716,0.706,0.824,0.631,7,0
"2015","5105606","Matupá","Municipal","AF",3.32952526021833,6.81250788046905,4.3,86.4,0,0,0.716,0.706,0.824,0.631,3,0
"2017","5105606","Matupá","Estadual","AI",7.0057854917668,7.71789113463801,7,96.4666666666667,3.53333333333333,1,0.716,0.706,0.824,0.631,5,0.631
"2017","5105606","Matupá","Estadual","AF",4.47551789077213,5.13997078870497,4.8,97,0,1,0.716,0.706,0.824,0.631,9,0.631
"2017","5105606","Matupá","Municipal","AI",3.83622607921673,6.06566142658539,6.1,100,0,0,0.716,0.706,0.824,0.631,4,0
"2017","5105606","Matupá","Municipal","AF",4.57250470809793,6.10150925024343,5,100,0,0,0.716,0.706,0.824,0.631,6,0
"2019","5105606","Matupá","Estadual","AI",6.94086260560249,7.27671541057368,6.4,88.4,11.2666666666667,1,0.716,0.706,0.824,0.631,9,0.631
"2019","5105606","Matupá","Estadual","AF",5.75544314932923,5.55480287223953,4.6,86.8,3.9,1,0.716,0.706,0.824,0.631,8,0.631
"2019","5105606","Matupá","Municipal","AI",5.63361493997332,5.09111361079865,6,100,0,0,0.716,0.706,0.824,0.631,6,0
"2019","5105606","Matupá","Municipal","AF",7.55882999780075,7.80382062051213,5.4,100,0,0,0.716,0.706,0.824,0.631,5,0
"2021","5105606","Matupá","Estadual","AI",5.32455532455532,5.67993737418922,5.6,100,0,1,0.716,0.706,0.824,0.631,7,0.631
"2021","5105606","Matupá","Estadual","AF",6.02319801159901,5.73056216351571,5.1,96.4,0,1,0.716,0.706,0.824,0.631,7,0.631
"2021","5105606","Matupá","Municipal","AI",4.14298914298914,4.07403265488705,5.1,100,0,0,0.716,0.706,0.824,0.631,3,0
"2021","5105606","Matupá","Municipal","AF",5.26174004225036,6.16673917997836,5.1,100,0,0,0.716,0.706,0.824,0.631,6,0
"2023","5105606","Matupá","Estadual","AI",5.38403524450086,5.8770545253877,5.1,100,0,1,0.716,0.706,0.824,0.631,5,0.631
"2023","5105606","Matupá","Estadual","AF",5.90695412546604,6.12719176175898,5,98.8,1.2,1,0.716,0.706,0.824,0.631,8,0.631
"2023","5105606","Matupá","Municipal","AI",4.41423472601302,5.81556503198294,5.9,100,0,0,0.716,0.706,0.824,0.631,5,0
"2023","5105606","Matupá","Municipal","AF",5.26174004225036,6.16673917997836,5.9,100,0,0,0.716,0.706,0.824,0.631,7,0
"2015","5105622","Mirassol d'Oeste","Estadual","AI",3.02241748338403,3.93492155723417,5.5,100,0,1,0.704,0.723,0.816,0.592,7,0.592
"2015","5105622","Mirassol d'Oeste","Estadual","AF",3.71921807565372,5.38267557685034,4.5,92.1,1.1,1,0.704,0.723,0.816,0.592,6,0.592
"2015","5105622","Mirassol d'Oeste","Municipal","AI",5.2765573955165,5.37129575828007,6,98.6666666666667,0.7,0,0.704,0.723,0.816,0.592,7,0
"2015","5105622","Mirassol d'Oeste","Municipal","AF",4.84133028687484,6.12407010465263,4.7,95.2,4.8,0,0.704,0.723,0.816,0.592,7,0
"2017","5105622","Mirassol d'Oeste","Estadual","AI",3.85491766800178,5.01978398032296,5.8,96.5,0,1,0.704,0.723,0.816,0.592,9,0.592
"2017","5105622","Mirassol d'Oeste","Estadual","AF",4.39924670433145,5.41382667964946,4.7,92.4,2.9,1,0.704,0.723,0.816,0.592,8,0.592
"2017","5105622","Mirassol d'Oeste","Municipal","AI",4.2340898976413,5.85391936691263,6.1,99.4333333333333,0,0,0.704,0.723,0.816,0.592,4,0
"2017","5105622","Mirassol d'Oeste","Municipal","AF",4.15630885122411,5.59518013631938,4.8,100,0,0,0.704,0.723,0.816,0.592,6,0
"2019","5105622","Mirassol d'Oeste","Estadual","AI",4.77767896843041,5.42182227221597,5.7,97.6666666666667,0,1,0.704,0.723,0.816,0.592,7,0.592
"2019","5105622","Mirassol d'Oeste","Estadual","AF",5.86100725753244,5.03725782414307,4.6,90,0.3,1,0.704,0.723,0.816,0.592,6,0.592
"2019","5105622","Mirassol d'Oeste","Municipal","AI",4.68430413517119,5.50843644544432,5.8,98.9666666666667,0,0,0.704,0.723,0.816,0.592,4,0
"2019","5105622","Mirassol d'Oeste","Municipal","AF",5.10524878737889,5.41226999059504,5.8,100,0,0,0.704,0.723,0.816,0.592,5,0
"2021","5105622","Mirassol d'Oeste","Estadual","AI",4.22614922614923,5.54238425408186,5.3,98.7,0,1,0.704,0.723,0.816,0.592,7,0.592
"2021","5105622","Mirassol d'Oeste","Estadual","AF",6.2013256006628,5.3436834856642,4.9,95.5,0.5,1,0.704,0.723,0.816,0.592,7,0.592
"2021","5105622","Mirassol d'Oeste","Municipal","AI",4.57611457611458,6.46946991724446,5.6,100,0,0,0.704,0.723,0.816,0.592,4,0
"2021","5105622","Mirassol d'Oeste","Municipal","AF",5.34486329743165,4.37586077375735,4.8,100,0,0,0.704,0.723,0.816,0.592,3,0
"2023","5105622","Mirassol d'Oeste","Estadual","AI",4.35284877402193,5.45157752564899,4.8,100,0,1,0.704,0.723,0.816,0.592,7,0.592
"2023","5105622","Mirassol d'Oeste","Estadual","AF",6.31869022532015,6.02560534372391,5,99.6,0,1,0.704,0.723,0.816,0.592,6,0.592
"2023","5105622","Mirassol d'Oeste","Municipal","AI",4.52340961578837,5.94216417910448,6,100,0,0,0.704,0.723,0.816,0.592,3,0
"2023","5105622","Mirassol d'Oeste","Municipal","AF",5.10524878737889,5.41226999059504,6,100,0,0,0.704,0.723,0.816,0.592,7,0
"2015","5105903","Nobres","Estadual","AI",2.8838571589501,3.47472399767577,5.3,100,0,1,0.699,0.675,0.827,0.611,9,0.611
"2015","5105903","Nobres","Estadual","AF",3.04391977659305,4.9300214348758,4.3,93.7,2.6,1,0.699,0.675,0.827,0.611,9,0.611
"2015","5105903","Nobres","Municipal","AI",1.4914948743945,1.78733294596165,4.8,100,0,0,0.699,0.675,0.827,0.611,4,0
"2015","5105903","Nobres","Municipal","AF",3.8645546292156,3.98271087315489,4.8,100,0,0,0.699,0.675,0.827,0.611,6,0
"2017","5105903","Nobres","Estadual","AI",2.7948375611927,3.47235589776494,5.4,49.6,0,1,0.699,0.675,0.827,0.611,7,0.611
"2017","5105903","Nobres","Estadual","AF",3.06591337099812,4.04333008763389,4.4,98.3,1.7,1,0.699,0.675,0.827,0.611,9,0.611
"2017","5105903","Nobres","Municipal","AI",2.5376056964842,2.14629451395573,5.1,100,0,0,0.699,0.675,0.827,0.611,7,0
"2017","5105903","Nobres","Municipal","AF",3.8645546292156,3.98271087315489,5.1,0,0,0,0.699,0.675,0.827,0.611,5,0
"2019","5105903","Nobres","Estadual","AI",3.74499777678968,4.53768278965129,5.4,49.6,0,1,0.699,0.675,0.827,0.611,9,0.611
"2019","5105903","Nobres","Estadual","AF",4.2203650758742,2.71372442758434,4.2,90,1.1,1,0.699,0.675,0.827,0.611,5,0.611
"2019","5105903","Nobres","Municipal","AI",4.36638506002668,5.30258717660292,5.6,98.0666666666667,0,0,0.699,0.675,0.827,0.611,5,0
"2019","5105903","Nobres","Municipal","AF",3.8645546292156,3.98271087315489,5.6,0,0,0,0.699,0.675,0.827,0.611,4,0
"2021","5105903","Nobres","Estadual","AI",4.93069993069993,6.26034444195929,5.6,100,0,1,0.699,0.675,0.827,0.611,5,0.611
"2021","5105903","Nobres","Estadual","AF",3.24772162386081,2.40265431325905,4,98.3,0.5,1,0.699,0.675,0.827,0.611,7,0.611
"2021","5105903","Nobres","Municipal","AI",2.15869715869716,3.80675464101991,4.7,100,0,0,0.699,0.675,0.827,0.611,7,0
"2021","5105903","Nobres","Municipal","AF",3.8645546292156,3.98271087315489,4.7,100,0,0,0.699,0.675,0.827,0.611,7,0
