"ano_q","ibge_id_q","municipio","dependencia_id_q","ciclo_id_q","nota_mt_q","nota_lp_q","ideb_q","aprovacao_q","abandono_q","see","idh_municipal","idh_renda","idh_longevidade","idh_educacao","infra","see_idh_educacao"
"2023","5103452","Denise","Municipal","AF",4.07197276706111,3.89368215975508,4.5,100,0,0,0.683,0.672,0.802,0.59,6,0
"2015","5103502","Diamantino","Estadual","AI",4.21088205474823,5.30854154561302,5.8,100,0,1,0.718,0.714,0.831,0.625,10,0.625
"2015","5103502","Diamantino","Estadual","AF",4.62427011931962,6.78224687933426,4.8,93.9,0.4,1,0.718,0.714,0.831,0.625,10,0.625
"2015","5103502","Diamantino","Municipal","AI",2.59997746986594,4.69262056943637,5.5,99.2666666666667,0.733333333333333,0,0.718,0.714,0.831,0.625,7,0
"2015","5103502","Diamantino","Municipal","AF",4.91548144515991,5.53933334592958,5.5,99.2666666666667,0.733333333333333,0,0.718,0.714,0.831,0.625,7,0
"2017","5103502","Diamantino","Estadual","AI",3.45260347129506,5.08074002780451,5.8,50,0,1,0.718,0.714,0.831,0.625,7,0.625
"2017","5103502","Diamantino","Estadual","AF",3.89359698681733,5.26168451801363,4.7,97.1,0.9,1,0.718,0.714,0.831,0.625,9,0.625
"2017","5103502","Diamantino","Municipal","AI",3.05384957721406,4.26585391936691,5.6,100,0,0,0.718,0.714,0.831,0.625,5,0
"2017","5103502","Diamantino","Municipal","AF",4.91548144515991,5.53933334592958,5.6,0,0,0,0.718,0.714,0.831,0.625,3,0
"2019","5103502","Diamantino","Estadual","AI",2.69008448199199,4.37682789651294,5.2,48.95,0,1,0.718,0.714,0.831,0.625,6,0.625
"2019","5103502","Diamantino","Estadual","AF",5.50912689685507,4.979000135483,4.6,91.1,0,1,0.718,0.714,0.831,0.625,7,0.625
"2019","5103502","Diamantino","Municipal","AI",3.63272565584704,5.48706411698538,5.7,100,0,0,0.718,0.714,0.831,0.625,4,0
"2019","5103502","Diamantino","Municipal","AF",4.91548144515991,5.53933334592958,5.7,0,0,0,0.718,0.714,0.831,0.625,6,0
"2021","5103502","Diamantino","Estadual","AI",4.77130977130977,6.1261462760009,5.6,100,0,1,0.718,0.714,0.831,0.625,10,0.625
"2021","5103502","Diamantino","Estadual","AF",5.50745650372825,5.01690246650807,4.9,99.1,0,1,0.718,0.714,0.831,0.625,9,0.625
"2021","5103502","Diamantino","Municipal","AI",4.14298914298914,5.50883471259226,5.4,100,0,0,0.718,0.714,0.831,0.625,7,0
"2021","5103502","Diamantino","Municipal","AF",4.91548144515991,5.53933334592958,5.4,100,0,0,0.718,0.714,0.831,0.625,6,0
"2023","5103502","Diamantino","Estadual","AI",3.55343271047659,4.47494669509595,5.6,100,0,1,0.718,0.714,0.831,0.625,9,0.625
"2023","5103502","Diamantino","Estadual","AF",5.04295671907927,5.65683273030894,4.9,100,0,1,0.718,0.714,0.831,0.625,6,0.625
"2023","5103502","Diamantino","Municipal","AI",3.89145496535797,5.08528784648188,5.7,100,0,0,0.718,0.714,0.831,0.625,4,0
"2023","5103502","Diamantino","Municipal","AF",4.91548144515991,5.53933334592958,5.7,100,0,0,0.718,0.714,0.831,0.625,6,0
"2015","5103601","Dom Aquino","Estadual","AI",6.25436521347302,7.77454968041836,6.6,100,0,1,0.69,0.687,0.806,0.593,9,0.593
"2015","5103601","Dom Aquino","Estadual","AF",6.91799949225692,7.27020552263271,5.3,98.5,0,1,0.69,0.687,0.806,0.593,9,0.593
"2015","5103601","Dom Aquino","Municipal","AI",4.50519667594713,5.38316099450861,5.3,100,0,0,0.69,0.687,0.806,0.593,5,0
"2015","5103601","Dom Aquino","Municipal","AF",1.54226961157654,0,3.5,95.2,4.8,0,0.69,0.687,0.806,0.593,5,0
"2017","5103601","Dom Aquino","Estadual","AI",4.95149087672452,6.31376323387873,6.3,98.5333333333333,0,1,0.69,0.687,0.806,0.593,5,0.593
"2017","5103601","Dom Aquino","Estadual","AF",4.41902071563088,4.69328140214216,4.8,97.7,0,1,0.69,0.687,0.806,0.593,8,0.593
"2017","5103601","Dom Aquino","Municipal","AI",1.51134846461949,2.26285958720992,4.9,100,0,0,0.69,0.687,0.806,0.593,5,0
"2017","5103601","Dom Aquino","Municipal","AF",4.76833694364166,4.2331952314412,4.9,0,0,0,0.69,0.687,0.806,0.593,4,0
"2019","5103601","Dom Aquino","Estadual","AI",5.4546465095598,6.85376827896513,6.2,100,0,1,0.69,0.687,0.806,0.593,9,0.593
"2019","5103601","Dom Aquino","Estadual","AF",5.57070595997361,4.27448855168676,4.7,93.4,0,1,0.69,0.687,0.806,0.593,9,0.593
"2019","5103601","Dom Aquino","Municipal","AI",3.79168519341929,3.31383577052868,5.4,100,0,0,0.69,0.687,0.806,0.593,5,0
"2019","5103601","Dom Aquino","Municipal","AF",4.76833694364166,4.2331952314412,5.4,0,0,0,0.69,0.687,0.806,0.593,5,0
"2021","5103601","Dom Aquino","Estadual","AI",7.92908292908293,10,6.7,100,0,1,0.69,0.687,0.806,0.593,6,0.593
"2021","5103601","Dom Aquino","Estadual","AF",5.2029826014913,4.62877175410041,4.8,100,0,1,0.69,0.687,0.806,0.593,6,0.593
"2021","5103601","Dom Aquino","Municipal","AI",2.92792792792793,2.10691120554686,4.5,96.7,3.3,0,0.69,0.687,0.806,0.593,7,0
"2021","5103601","Dom Aquino","Municipal","AF",4.76833694364166,4.2331952314412,4.5,96.7,3.3,0,0.69,0.687,0.806,0.593,4,0
"2023","5103601","Dom Aquino","Estadual","AI",5.95842956120092,7.83981876332622,6.5,100,0,1,0.69,0.687,0.806,0.593,7,0.593
"2023","5103601","Dom Aquino","Estadual","AF",4.95704328092073,4.53242415808517,4.7,99,0,1,0.69,0.687,0.806,0.593,9,0.593
"2023","5103601","Dom Aquino","Municipal","AI",1.76779340751627,1.98294243070362,4.9,100,0,0,0.69,0.687,0.806,0.593,3,0
"2023","5103601","Dom Aquino","Municipal","AF",4.76833694364166,4.2331952314412,4.9,100,0,0,0.69,0.687,0.806,0.593,3,0
"2015","5103700","Feliz Natal","Estadual","AI",4.29330780882855,5.31638980398033,5.4,95.9333333333333,0.466666666666667,1,0.692,0.737,0.819,0.548,8,0.548
"2015","5103700","Feliz Natal","Estadual","AF",3.70652449860371,5.28180557306771,4.4,90,2.2,1,0.692,0.737,0.819,0.548,5,0.548
"2015","5103700","Feliz Natal","Municipal","AI",3.79520108144643,5.06101104009297,5.6,95.9333333333333,2.6,0,0.692,0.737,0.819,0.548,4,0
"2015","5103700","Feliz Natal","Municipal","AF",4.49835492339414,4.94416388847899,5.6,95.9333333333333,2.6,0,0.692,0.737,0.819,0.548,4,0
"2017","5103700","Feliz Natal","Estadual","AI",4.29330780882855,5.31638980398033,5.6,50,0,1,0.692,0.737,0.819,0.548,9,0.548
"2017","5103700","Feliz Natal","Estadual","AF",3.41525423728814,3.77921129503408,4.4,95.1,0,1,0.692,0.737,0.819,0.548,10,0.548
"2017","5103700","Feliz Natal","Municipal","AI",2.95683133066311,4.06587530745375,5.4,94.0333333333333,0.4,0,0.692,0.737,0.819,0.548,6,0
"2017","5103700","Feliz Natal","Municipal","AF",4.49835492339414,4.94416388847899,5.4,0,0,0,0.692,0.737,0.819,0.548,6,0
"2019","5103700","Feliz Natal","Estadual","AI",4.29330780882855,5.31638980398033,5.4,46.15,3.85,1,0.692,0.737,0.819,0.548,8,0.548
"2019","5103700","Feliz Natal","Estadual","AF",5.36507587420277,4.5508738653299,4.6,94,3,1,0.692,0.737,0.819,0.548,9,0.548
"2019","5103700","Feliz Natal","Municipal","AI",5.43352601156069,5.89201349831271,5.4,91.8333333333333,0.466666666666667,0,0.692,0.737,0.819,0.548,5,0
"2019","5103700","Feliz Natal","Municipal","AF",4.49835492339414,4.94416388847899,5.4,0,0,0,0.692,0.737,0.819,0.548,5,0
"2021","5103700","Feliz Natal","Estadual","AI",4.29330780882855,5.31638980398033,5.4,100,0,1,0.692,0.737,0.819,0.548,7,0.548
"2021","5103700","Feliz Natal","Estadual","AF",4.49835492339414,4.94416388847899,5.4,100,0,1,0.692,0.737,0.819,0.548,7,0.548
"2021","5103700","Feliz Natal","Municipal","AI",4.82790482790483,6.38447774547081,5.4,96.7,1.53333333333333,0,0.692,0.737,0.819,0.548,7,0
"2021","5103700","Feliz Natal","Municipal","AF",4.49835492339414,4.94416388847899,5.4,96.7,1.53333333333333,0,0.692,0.737,0.819,0.548,5,0
"2023","5103700","Feliz Natal","Estadual","AI",4.29330780882855,5.31638980398033,5.4,100,0,1,0.692,0.737,0.819,0.548,5,0.548
"2023","5103700","Feliz Natal","Estadual","AF",5.50656508348193,6.16476482048428,5,100,0,1,0.692,0.737,0.819,0.548,6,0.548
"2023","5103700","Feliz Natal","Municipal","AI",4.45307579256771,5.17857142857143,5.8,96.3666666666667,1.8,0,0.692,0.737,0.819,0.548,4,0
"2023","5103700","Feliz Natal","Municipal","AF",4.49835492339414,4.94416388847899,5.8,96.3666666666667,1.8,0,0.692,0.737,0.819,0.548,5,0
"2015","5103809","Figueirópolis d'Oeste","Estadual","AI",4.9126957305396,4.12899477048228,5.8,100,0,1,0.679,0.665,0.786,0.599,10,0.599
"2015","5103809","Figueirópolis d'Oeste","Estadual","AF",6.23254633155623,7.29920564872021,5,87.3,0,1,0.679,0.665,0.786,0.599,5,0.599
"2015","5103809","Figueirópolis d'Oeste","Municipal","AI",4.37574608997718,4.54367172943424,5,100,0,0,0.679,0.665,0.786,0.599,6,0
"2017","5103809","Figueirópolis d'Oeste","Estadual","AI",4.14063195371606,5.20906854881831,5.9,97.6,0,1,0.679,0.665,0.786,0.599,6,0.599
"2017","5103809","Figueirópolis d'Oeste","Estadual","AF",4.06120527306968,4.63851022395326,4.7,98,0,1,0.679,0.665,0.786,0.599,6,0.599
"2017","5103809","Figueirópolis d'Oeste","Municipal","AI",4.37574608997718,4.54367172943424,4.7,100,0,0,0.679,0.665,0.786,0.599,6,0
"2019","5103809","Figueirópolis d'Oeste","Estadual","AI",3.38928412627835,2.99100112485939,5.2,100,0,1,0.679,0.665,0.786,0.599,8,0.599
"2019","5103809","Figueirópolis d'Oeste","Estadual","AF",6.20628986144711,4.51835794607777,4.8,97.8,0,1,0.679,0.665,0.786,0.599,9,0.599
"2019","5103809","Figueirópolis d'Oeste","Municipal","AI",4.37574608997718,4.54367172943424,4.8,100,0,0,0.679,0.665,0.786,0.599,4,0
"2021","5103809","Figueirópolis d'Oeste","Estadual","AI",5.66643566643567,6.58465667635876,5.8,100,0,1,0.679,0.665,0.786,0.599,6,0.599
"2021","5103809","Figueirópolis d'Oeste","Estadual","AF",4.53796222257272,4.47757258772427,5.8,88.6,6.9,1,0.679,0.665,0.786,0.599,8,0.599
"2021","5103809","Figueirópolis d'Oeste","Municipal","AI",4.37574608997718,4.54367172943424,5.8,88.6,6.9,0,0.679,0.665,0.786,0.599,6,0
"2023","5103809","Figueirópolis d'Oeste","Estadual","AI",4.37574608997718,4.54367172943424,5.8,88.6,6.9,1,0.679,0.665,0.786,0.599,9,0.599
"2023","5103809","Figueirópolis d'Oeste","Estadual","AF",1.65180742421786,1.45421653214584,4,100,0,1,0.679,0.665,0.786,0.599,6,0.599
"2023","5103809","Figueirópolis d'Oeste","Municipal","AI",3.76968297291623,3.80463752665245,5.5,100,0,0,0.679,0.665,0.786,0.599,6,0
"2023","5103809","Figueirópolis d'Oeste","Municipal","AF",4.53796222257272,4.47757258772427,5.5,100,0,0,0.679,0.665,0.786,0.599,5,0
"2015","5103858","Gaúcha do Norte","Estadual","AI",3.98445420750254,3.87914003486345,5.6,99.2,0.8,1,0.615,0.658,0.847,0.418,6,0.418
"2015","5103858","Gaúcha do Norte","Estadual","AF",4.0949479563341,5.24019669650737,4.4,86.5,1.1,1,0.615,0.658,0.847,0.418,9,0.418
"2015","5103858","Gaúcha do Norte","Municipal","AI",2.86695955840937,4.84950610110401,5.5,100,0,0,0.615,0.658,0.847,0.418,4,0
"2015","5103858","Gaúcha do Norte","Municipal","AF",5.09983701725298,5.39643078423592,5.5,100,0,0,0.615,0.658,0.847,0.418,4,0
"2017","5103858","Gaúcha do Norte","Estadual","AI",2.17534490431687,3.00288739172281,5.2,99.3666666666667,0.633333333333333,1,0.615,0.658,0.847,0.418,9,0.418
"2017","5103858","Gaúcha do Norte","Estadual","AF",4.10357815442561,5.15335929892892,4.6,88.4,1.1,1,0.615,0.658,0.847,0.418,9,0.418
"2017","5103858","Gaúcha do Norte","Municipal","AI",3.58255451713396,5.21762378355256,5.7,98.5333333333333,1.46666666666667,0,0.615,0.658,0.847,0.418,5,0
"2017","5103858","Gaúcha do Norte","Municipal","AF",5.09983701725298,5.39643078423592,5.7,0,0,0,0.615,0.658,0.847,0.418,6,0
"2019","5103858","Gaúcha do Norte","Estadual","AI",6.06380613606047,4.47244094488189,5.8,97.4666666666667,2.53333333333333,1,0.615,0.658,0.847,0.418,5,0.418
"2019","5103858","Gaúcha do Norte","Estadual","AF",4.99120299098306,4.13629589486519,4.3,87.6,2.9,1,0.615,0.658,0.847,0.418,7,0.418
"2019","5103858","Gaúcha do Norte","Municipal","AI",4.23743886171632,6.65916760404949,5.8,100,0,0,0.615,0.658,0.847,0.418,3,0
"2019","5103858","Gaúcha do Norte","Municipal","AF",5.09983701725298,5.39643078423592,5.8,0,0,0,0.615,0.658,0.847,0.418,4,0
"2021","5103858","Gaúcha do Norte","Estadual","AI",3.81401243621426,4.76656387097828,5.8,100,0,1,0.615,0.658,0.847,0.418,9,0.418
"2021","5103858","Gaúcha do Norte","Estadual","AF",6.69428334714167,6.85113309127332,5.3,95.6,1.1,1,0.615,0.658,0.847,0.418,6,0.418
"2021","5103858","Gaúcha do Norte","Municipal","AI",3.81401243621426,4.76656387097828,5.3,99.3,0,0,0.615,0.658,0.847,0.418,3,0
"2021","5103858","Gaúcha do Norte","Municipal","AF",5.09983701725298,5.39643078423592,5.3,99.3,0,0,0.615,0.658,0.847,0.418,4,0
"2023","5103858","Gaúcha do Norte","Estadual","AI",3.81401243621426,4.76656387097828,5.3,100,0,1,0.615,0.658,0.847,0.418,8,0.418
"2023","5103858","Gaúcha do Norte","Estadual","AF",5.61517263738045,5.60116893960479,4.9,100,0,1,0.615,0.658,0.847,0.418,5,0.418
"2023","5103858","Gaúcha do Norte","Municipal","AI",3.78752886836028,5.28518123667377,5.7,100,0,0,0.615,0.658,0.847,0.418,5,0
"2023","5103858","Gaúcha do Norte","Municipal","AF",5.09983701725298,5.39643078423592,5.7,100,0,0,0.615,0.658,0.847,0.418,4,0
"2015","5103908","General Carneiro","Estadual","AI",3.09535736833763,4.09966491746886,4.9,100,0,1,0.67,0.645,0.82,0.569,7,0.569
"2015","5103908","General Carneiro","Estadual","AF",2.64661081492765,0.52452401966965,3.7,69.2,11.6,1,0.67,0.645,0.82,0.569,9,0.569
"2015","5103908","General Carneiro","Municipal","AI",3.09535736833763,4.09966491746886,3.7,60.7,0,0,0.67,0.645,0.82,0.569,7,0
"2017","5103908","General Carneiro","Estadual","AI",3.09535736833763,4.09966491746886,3.7,49.1,0,1,0.67,0.645,0.82,0.569,9,0.569
"2017","5103908","General Carneiro","Estadual","AF",2.56779661016949,3.71592015579357,4.2,75,6.2,1,0.67,0.645,0.82,0.569,6,0.569
"2017","5103908","General Carneiro","Municipal","AI",2.55451713395639,3.74933162228639,4.8,100,0,0,0.67,0.645,0.82,0.569,5,0
"2017","5103908","General Carneiro","Municipal","AF",3.95297343737096,3.91139399966967,4.8,0,0,0,0.67,0.645,0.82,0.569,6,0
"2019","5103908","General Carneiro","Estadual","AI",3.09535736833763,4.09966491746886,4.8,48.35,0,1,0.67,0.645,0.82,0.569,8,0.569
"2019","5103908","General Carneiro","Estadual","AF",3.95297343737096,3.91139399966967,4.8,54.2,25,1,0.67,0.645,0.82,0.569,8,0.569
"2019","5103908","General Carneiro","Municipal","AI",3.87616718541574,4.78290213723285,5,84.6333333333333,0,0,0.67,0.645,0.82,0.569,4,0
"2019","5103908","General Carneiro","Municipal","AF",3.95297343737096,3.91139399966967,5,0,0,0,0.67,0.645,0.82,0.569,3,0
"2021","5103908","General Carneiro","Estadual","AI",3.09535736833763,4.09966491746886,5,100,0,1,0.67,0.645,0.82,0.569,10,0.569
"2021","5103908","General Carneiro","Estadual","AF",3.95297343737096,3.91139399966967,5,90,10,1,0.67,0.645,0.82,0.569,8,0.569
"2021","5103908","General Carneiro","Municipal","AI",3.54469854469854,5.98076492954596,5.3,100,0,0,0.67,0.645,0.82,0.569,5,0
"2021","5103908","General Carneiro","Municipal","AF",3.95297343737096,3.91139399966967,5.3,100,0,0,0.67,0.645,0.82,0.569,3,0
"2023","5103908","General Carneiro","Estadual","AI",3.09535736833763,4.09966491746886,5.3,100,0,1,0.67,0.645,0.82,0.569,6,0.569
"2023","5103908","General Carneiro","Estadual","AF",6.64451288701572,7.49373782354578,5.2,95.5,0,1,0.67,0.645,0.82,0.569,9,0.569
"2023","5103908","General Carneiro","Municipal","AI",2.40604660927986,1.88566098081024,4.9,100,0,0,0.67,0.645,0.82,0.569,6,0
"2023","5103908","General Carneiro","Municipal","AF",3.95297343737096,3.91139399966967,4.9,100,0,0,0.67,0.645,0.82,0.569,6,0
"2015","5103957","Glória d'Oeste","Estadual","AI",6.23634110622958,7.73271353864032,6.6,100,0,1,0.71,0.684,0.823,0.636,9,0.636
"2015","5103957","Glória d'Oeste","Estadual","AF",4.75247524752475,4.90228218383558,4.5,91.3,4.4,1,0.71,0.684,0.823,0.636,10,0.636
"2015","5103957","Glória d'Oeste","Municipal","AI",4.77413540610567,4.18012783265543,5.7,100,0,0,0.71,0.684,0.823,0.636,5,0
"2015","5103957","Glória d'Oeste","Municipal","AF",3.27240416349327,4.87832555793721,4.2,88.9,11.1,0,0.71,0.684,0.823,0.636,5,0
"2017","5103957","Glória d'Oeste","Estadual","AI",4.62661326212728,7.34466901935622,6.5,100,0,1,0.71,0.684,0.823,0.636,8,0.636
"2017","5103957","Glória d'Oeste","Estadual","AF",4.77683615819209,2.89556962025316,4.6,100,0,1,0.71,0.684,0.823,0.636,6,0.636
"2017","5103957","Glória d'Oeste","Municipal","AI",3.45883400089007,4.64870067372473,5.7,94.1,5.9,0,0.71,0.684,0.823,0.636,4,0
"2017","5103957","Glória d'Oeste","Municipal","AF",4.72222222222222,6.3960564751704,4.9,92.9,0,0,0.71,0.684,0.823,0.636,4,0
"2019","5103957","Glória d'Oeste","Estadual","AI",2.97576700755892,4.16760404949381,5.3,100,0,1,0.71,0.684,0.823,0.636,7,0.636
"2019","5103957","Glória d'Oeste","Estadual","AF",6.84737189355619,6.77685950413223,5,86.7,0,1,0.71,0.684,0.823,0.636,8,0.636
"2019","5103957","Glória d'Oeste","Municipal","AI",6.24166296131614,7.61979752530934,6.5,100,0,0,0.71,0.684,0.823,0.636,6,0
"2019","5103957","Glória d'Oeste","Municipal","AF",4.331427314713,3.83552364178296,4.6,100,0,0,0.71,0.684,0.823,0.636,5,0
"2021","5103957","Glória d'Oeste","Estadual","AI",4.80300625553755,5.95585966464548,4.6,100,0,1,0.71,0.684,0.823,0.636,6,0.636
"2021","5103957","Glória d'Oeste","Estadual","AF",6.49440762220381,4.68511330912733,5.1,100,0,1,0.71,0.684,0.823,0.636,6,0.636
"2021","5103957","Glória d'Oeste","Municipal","AI",5.22407022407022,5.42607917691791,5.5,100,0,0,0.71,0.684,0.823,0.636,3,0
"2021","5103957","Glória d'Oeste","Municipal","AF",5.15503293022641,4.90608269343217,5.5,100,0,0,0.71,0.684,0.823,0.636,4,0
"2023","5103957","Glória d'Oeste","Estadual","AI",4.80300625553755,5.95585966464548,5.5,100,0,1,0.71,0.684,0.823,0.636,7,0.636
"2023","5103957","Glória d'Oeste","Estadual","AF",6.04311881990598,4.87893125521848,4.9,100,0,1,0.71,0.684,0.823,0.636,6,0.636
"2023","5103957","Glória d'Oeste","Municipal","AI",4.88662607600252,6.5271855010661,6.1,100,0,0,0.71,0.684,0.823,0.636,6,0
"2023","5103957","Glória d'Oeste","Municipal","AF",5.15503293022641,4.90608269343217,6.1,100,0,0,0.71,0.684,0.823,0.636,6,0
"2015","5104104","Guarantã do Norte","Estadual","AI",3.93263489917765,5.28529924462522,5.8,100,0,1,0.703,0.692,0.826,0.609,9,0.609
"2015","5104104","Guarantã do Norte","Estadual","AF",5.4023863924854,7.52490228218384,5,93.6,0,1,0.703,0.692,0.826,0.609,6,0.609
"2015","5104104","Guarantã do Norte","Municipal","AI",6.80072096428974,7.12144102266124,6.5,99.7333333333333,0,0,0.703,0.692,0.826,0.609,6,0
"2015","5104104","Guarantã do Norte","Municipal","AF",7.8979436405179,9.80078174252932,5.6,99,1,0,0.703,0.692,0.826,0.609,4,0
"2017","5104104","Guarantã do Norte","Estadual","AI",4.55362705829996,4.74066944711796,6,100,0,1,0.703,0.692,0.826,0.609,8,0.609
"2017","5104104","Guarantã do Norte","Estadual","AF",4.25047080979284,5.24707887049659,4.8,94.4,1.9,1,0.703,0.692,0.826,0.609,9,0.609
"2017","5104104","Guarantã do Norte","Municipal","AI",5.34134401424121,6.35867821623356,6.4,99.7333333333333,0,0,0.703,0.692,0.826,0.609,5,0
"2017","5104104","Guarantã do Norte","Municipal","AF",7.03578154425612,8.10856864654333,5.7,100,0,0,0.703,0.692,0.826,0.609,3,0
"2019","5104104","Guarantã do Norte","Estadual","AI",5.29012894619831,6.02249718785152,5.9,97.3666666666667,0,1,0.703,0.692,0.826,0.609,10,0.609
"2019","5104104","Guarantã do Norte","Estadual","AF",6.32834836155707,6.28912071535023,4.9,92,0,1,0.703,0.692,0.826,0.609,10,0.609
"2019","5104104","Guarantã do Norte","Municipal","AI",6.73743886171632,6.83689538807649,6.4,99.5,0,0,0.703,0.692,0.826,0.609,6,0
"2019","5104104","Guarantã do Norte","Municipal","AF",9.58764020233121,8.84026554667389,5.9,100,0,0,0.703,0.692,0.826,0.609,4,0
"2021","5104104","Guarantã do Norte","Estadual","AI",6.36983136983137,7.41780362335048,6,100,0,1,0.703,0.692,0.826,0.609,9,0.609
"2021","5104104","Guarantã do Norte","Estadual","AF",5.35625517812759,5.45261049204958,4.8,93.3,4.9,1,0.703,0.692,0.826,0.609,7,0.609
"2021","5104104","Guarantã do Norte","Municipal","AI",6.70824670824671,7.0890181167524,6,100,0,0,0.703,0.692,0.826,0.609,4,0
"2021","5104104","Guarantã do Norte","Municipal","AF",6.48094449047224,6.18004256917491,5.3,100,0,0,0.703,0.692,0.826,0.609,5,0
"2023","5104104","Guarantã do Norte","Estadual","AI",3.43900902792358,3.27691897654584,5.4,99.4,0.6,1,0.703,0.692,0.826,0.609,6,0.609
"2023","5104104","Guarantã do Norte","Estadual","AF",6.28140703517588,6.33175619259672,5,99.4,0.6,1,0.703,0.692,0.826,0.609,9,0.609
"2023","5104104","Guarantã do Norte","Municipal","AI",5.02309468822171,6.34861407249467,6.1,99.7666666666667,0,0,0.703,0.692,0.826,0.609,6,0
"2023","5104104","Guarantã do Norte","Municipal","AF",5.85832387745178,5.3033676593376,4.9,100,0,0,0.703,0.692,0.826,0.609,5,0
"2015","5104203","Guiratinga","Estadual","AI",4.314520671398,5.66182452062754,5.9,100,0,1,0.705,0.677,0.813,0.637,7,0.637
"2015","5104203","Guiratinga","Estadual","AF",3.56308707793856,4.85562980708612,4.4,90.4,1.6,1,0.705,0.677,0.813,0.637,10,0.637
"2015","5104203","Guiratinga","Municipal","AI",3.17787540835868,3.60604299825683,5.4,100,0,0,0.705,0.677,0.813,0.637,5,0
"2015","5104203","Guiratinga","Municipal","AF",4.39815460882978,5.25656914914576,5.4,100,0,0,0.705,0.677,0.813,0.637,3,0
"2017","5104203","Guiratinga","Estadual","AI",3.11882510013351,3.76644209175489,5.6,100,0,1,0.705,0.677,0.813,0.637,9,0.637
"2017","5104203","Guiratinga","Estadual","AF",3.50564971751413,5.76801363193768,4.7,98.4,0.8,1,0.705,0.677,0.813,0.637,6,0.637
"2017","5104203","Guiratinga","Municipal","AI",2.61504227859368,3.70548604427334,5.4,100,0,0,0.705,0.677,0.813,0.637,4,0
"2017","5104203","Guiratinga","Municipal","AF",4.39815460882978,5.25656914914576,5.4,0,0,0,0.705,0.677,0.813,0.637,4,0
"2019","5104203","Guiratinga","Estadual","AI",5.18452645620275,5.39145106861642,5.8,98.5333333333333,0,1,0.705,0.677,0.813,0.637,6,0.637
"2019","5104203","Guiratinga","Estadual","AF",4.87794149989004,6.06963826039832,4.5,87.8,0,1,0.705,0.677,0.813,0.637,9,0.637
"2019","5104203","Guiratinga","Municipal","AI",4.67318808359271,5.44994375703037,5.8,50,0,0,0.705,0.677,0.813,0.637,7,0
"2019","5104203","Guiratinga","Municipal","AF",4.39815460882978,5.25656914914576,5.8,0,0,0,0.705,0.677,0.813,0.637,5,0
"2021","5104203","Guiratinga","Estadual","AI",3.86298778558954,4.72324035769573,5.8,96.6333333333333,0,1,0.705,0.677,0.813,0.637,10,0.637
"2021","5104203","Guiratinga","Estadual","AF",4.31545153272577,4.51859271315888,4.6,96.5,0,1,0.705,0.677,0.813,0.637,10,0.637
"2021","5104203","Guiratinga","Municipal","AI",3.90852390852391,6.33079847908745,5.4,98.7,1.3,0,0.705,0.677,0.813,0.637,5,0
"2021","5104203","Guiratinga","Municipal","AF",4.39815460882978,5.25656914914576,5.4,98.7,1.3,0,0.705,0.677,0.813,0.637,6,0
"2023","5104203","Guiratinga","Estadual","AI",3.86298778558954,4.72324035769573,5.4,100,0,1,0.705,0.677,0.813,0.637,8,0.637
"2023","5104203","Guiratinga","Estadual","AF",5.72864321608041,5.07097133314779,4.8,98.3,0,1,0.705,0.677,0.813,0.637,9,0.637
"2023","5104203","Guiratinga","Municipal","AI",3.91140037791308,3.87393390191898,5.6,100,0,0,0.705,0.677,0.813,0.637,5,0
"2023","5104203","Guiratinga","Municipal","AF",4.39815460882978,5.25656914914576,5.6,100,0,0,0.705,0.677,0.813,0.637,6,0
"2015","5104500","Indiavaí","Estadual","AI",2.02342575487922,2.26764295891997,4,93.1,0,1,0.661,0.645,0.841,0.533,9,0.533
"2015","5104500","Indiavaí","Estadual","AF",3.0330361044969,3.69671275525472,4,93.1,0,1,0.661,0.645,0.841,0.533,8,0.533
"2015","5104500","Indiavaí","Municipal","AI",1.74495888250535,2.35095874491575,4.5,81.4,0,0,0.661,0.645,0.841,0.533,5,0
"2015","5104500","Indiavaí","Municipal","AF",2.79258695100279,4.36262766359854,4,88.6,0,0,0.661,0.645,0.841,0.533,5,0
"2017","5104500","Indiavaí","Estadual","AI",2.02342575487922,2.26764295891997,4,0,0,1,0.661,0.645,0.841,0.533,9,0.533
"2017","5104500","Indiavaí","Estadual","AF",3.0330361044969,3.69671275525472,4,0,0,1,0.661,0.645,0.841,0.533,7,0.533
"2017","5104500","Indiavaí","Municipal","AI",2.49844236760125,2.91305742701315,4.9,83.3,0,0,0.661,0.645,0.841,0.533,3,0
"2017","5104500","Indiavaí","Municipal","AF",4.16949152542373,4.50949367088607,3.8,84,8,0,0.661,0.645,0.841,0.533,4,0
"2019","5104500","Indiavaí","Estadual","AI",2.02342575487922,2.26764295891997,3.8,0,0,1,0.661,0.645,0.841,0.533,8,0.533
"2019","5104500","Indiavaí","Estadual","AF",3.0330361044969,3.69671275525472,3.8,0,0,1,0.661,0.645,0.841,0.533,9,0.533
"2019","5104500","Indiavaí","Municipal","AI",1.82636727434415,0.516310461192351,4.3,89.3,0,0,0.661,0.645,0.841,0.533,5,0
"2019","5104500","Indiavaí","Municipal","AF",4.5216626347042,3.67565370545996,4,96.9,0,0,0.661,0.645,0.841,0.533,4,0
"2021","5104500","Indiavaí","Estadual","AI",2.02342575487922,2.26764295891997,4,96.9,0,1,0.661,0.645,0.841,0.533,9,0.533
